0_RfR 0,0_RfR 1,0_RfR 2,1_RfR 0,1_RfR 1,1_RfR 2,2_RfR 0,2_RfR 1,2_RfR 2,3_RfR 0,3_RfR 1,3_RfR 2,4_RfR 0,4_RfR 1,4_RfR 2,EWS_DaysToThreat,A.1_DikeIncrease 0,A.1_DikeIncrease 1,A.1_DikeIncrease 2,A.2_DikeIncrease 0,A.2_DikeIncrease 1,A.2_DikeIncrease 2,A.3_DikeIncrease 0,A.3_DikeIncrease 1,A.3_DikeIncrease 2,A.4_DikeIncrease 0,A.4_DikeIncrease 1,A.4_DikeIncrease 2,A.5_DikeIncrease 0,A.5_DikeIncrease 1,A.5_DikeIncrease 2,Expected Annual Damage,Dike Investment Costs,RfR Investment Costs,Evacuation Costs,Expected Number of Deaths
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,934865489.0202028,42291505.65437629,30700000.0,19898.218046925762,0.07949996377878538
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,0,2,0,0,7,0,0,236606284.47049117,125771672.87006798,84600000.0,1773.1640183050304,0.011224041083289612
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,4,0,0,4,0,0,7,0,0,71983606.00524221,170426293.66708753,0.0,1664.777255303071,0.004860534683821674
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,4,0,0,5,0,0,5,0,0,4,0,0,22172637.11219109,168894364.62864769,84600000.0,273.85033999553775,0.00371694689847594
0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,3,0,0,7,0,0,4,0,0,6,0,0,30742052.992813837,132033129.04731171,199900000.0,633.7209108910106,0.002111214088333484
0,1,1,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,89031831.5168933,32651440.14796943,503700000.0,0.0,0.038252209877257706
1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,3,0,0,7,0,0,4,0,2,3,0,0,206598183.20685837,130497784.63194314,115300000.0,1069.2129367995005,0.00950335606583038
0,1,1,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,206887825.80185187,7332080.219521779,473000000.0,0.0,0.09861863501284646
0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,195726796.50825438,30621225.8954118,351800000.0,2518.22010286763,0.030132749541484434
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,664426392.3181865,34856787.23891449,84600000.0,6466.9765642964285,0.09337790364868498
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,5,0,0,0,0,0,4,0,0,7,0,0,3,0,0,283610805.65527165,124989063.55314326,30700000.0,3596.7041693706656,0.04401516459904681
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0,4,0,0,4,0,0,7,0,3,5,0,0,203203666.16869113,178650412.29430103,30700000.0,694.9070326209594,0.024538945305507893
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,7,3,0,0,181475459.27252713,96870616.48127851,92100000.0,4591.968176814627,0.010467737851921267
0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,494670321.4533995,0.0,321100000.0,0.0,0.2544022494967477
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,3,0,0,4,0,0,7,0,0,3,0,0,200383822.9873447,118859256.9292858,176700000.0,949.8421005874363,0.009069067626341734
0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,3,0,0,5,0,0,0,0,0,6,0,0,94486191.58307976,116914769.07743305,351800000.0,1578.8399514230102,0.008211269935114458
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,5,0,0,7,0,0,0,0,0,467660422.0511131,90907996.87356244,0.0,5941.467357227813,0.07234160225414235
1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,7,0,0,3,0,0,373316242.77414775,44613177.82387923,176700000.0,5631.127496318373,0.01727557488021886
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,999819622.002625,57554490.86442277,30700000.0,0.0,0.4898359701298013
1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799272457.9049809,0.0,146000000.0,18862.273938383794,0.03702379732481381
1,1,1,0,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,95143973.20725091,6320800.309666242,1062200000.0,0.0,0.03953343347015308
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000370271.8309197,32694901.094161935,0.0,50889.32927649836,0.2368815913153719
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,3,0,0,7,0,0,5,0,0,6,0,3,6,0,0,4694693.644672721,207607032.16275904,30700000.0,31.94213744583227,0.00024155648168353662
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,396829760.37299955,75668622.21157338,61400000.0,5477.529031487402,0.05890127529804215
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2489765072.5274987,37255203.23710208,0.0,44329.622113478836,0.2586983074210899
0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,287213823.1410955,16925244.491970196,419100000.0,2776.765795238763,0.014708267836552427
0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,318731811.62568486,64244753.85590641,297900000.0,2079.171002752821,0.039818627997288684
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2292269353.4880586,42291505.65437629,0.0,53697.89434039181,0.1990797089657168
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5391753433.610977,20299287.62732069,0.0,28272.797004446707,0.2002372770813574
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,2,0,0,0,3,0,0,3,0,1,0,0,2,0,0,0,56374171.858513184,101824949.1040787,563500000.0,1390.5550214827012,0.0031817629989691577
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,539149865.8852406,24198032.45136138,169200000.0,11942.40884694243,0.03240386175238901
0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2554852113.9862676,41148308.79076998,30700000.0,17281.808064006917,0.10499191263620943
0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,4,0,0,3,0,0,219000181.24610198,62214539.603348784,230600000.0,4625.449061202862,0.014069351055891202
0,1,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,88088886.31797598,15444563.06553661,624900000.0,1861.7822019873988,0.005645400367085491
1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,392135066.7283268,27578229.96765524,230600000.0,11257.720219039471,0.019440513247333886
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799272457.9049809,0.0,146000000.0,0.0,0.3085316443734485
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2,0,0,3,0,0,0,0,0,7,0,2,5,0,0,349644762.4600274,145312498.05273518,61400000.0,2309.6353075144934,0.06606997671375628
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4382636401.77972,42291505.65437629,0.0,18087.48278007746,0.6064271243362236
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,741340278.5693536,61453235.68846346,0.0,0.0,0.2832939296534429
0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,2,3,0,0,0,0,0,5,0,0,0,1,0,0,0,0,309668929.8309376,77410703.09465149,151900000.0,6665.37653389462,0.019054016468487728
0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,500968844.3910629,29994482.98948574,236500000.0,8947.125716283068,0.023831983272259348
0,1,0,0,0,0,1,1,0,1,1,1,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,1,0,1,0,220407999.6150239,79200713.95894007,509600000.0,1715.2105763147576,0.008776563230386187
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,2,5,0,0,0,0,0,2,0,0,4,0,2,5,0,0,149858635.1891144,130898997.51419634,92100000.0,3168.737566997664,0.009605916739261495
0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,472938013.64799,24198032.45136138,267200000.0,0.0,0.1591865092667936
0,0,1,0,0,0,1,1,1,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,291479625.3391382,8453407.696608048,540300000.0,2936.7345203279233,0.0145959388915399
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,3,0,0,2,2,7,0,0,0,467660422.0511131,109657541.48709074,0.0,12254.276424282367,0.024113867418047455
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,4,0,7,3,0,0,106362936.85549438,127299938.66651443,176700000.0,1808.222678537257,0.008077478473175612
0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,3,0,0,5,0,0,3,0,0,0,0,0,225369580.53080693,85094504.3903171,327000000.0,928.3125834945884,0.025626606879116505
0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,280363789.7175564,30621225.8954118,321100000.0,3565.1583266414136,0.04327498793120466
0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,729312007.4715484,20299287.62732069,115300000.0,8057.325178047325,0.09696915470012177
0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,234100851.8614968,46950398.599267125,267200000.0,0.0,0.11511672657711736
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,2,0,0,2,0,0,5,0,0,4,0,0,6,0,0,262828169.01856124,158840883.7850979,30700000.0,2974.9723123790673,0.011354011622313111
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,3,0,0,4,0,0,0,0,6,7,0,0,115694065.61244698,178873998.61077854,30700000.0,0.0,0.03279814947677821
0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,420141640.0280332,43209113.81663068,176700000.0,0.0,0.15419606459159718
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,4,0,0,4,0,0,5,0,0,71983606.00524221,162909455.96224236,0.0,0.0,0.040504455698513964
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2567412097.080127,32694901.094161935,30700000.0,17736.53871402228,0.10530772769107875
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3991996949.768347,41148308.79076998,0.0,24526.63055021646,0.710013143836377
0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,195726796.50825438,40665031.32380569,351800000.0,4180.638842651339,0.012555312308951848
0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,3,0,0,2,0,0,5,0,0,5,0,0,11101088.468527354,117755965.2884528,261300000.0,221.20161480607163,0.0008914691696470495
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,7,0,5,3,0,0,270709951.6169541,95872167.90333834,146000000.0,5550.570084581167,0.020405372690378513
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,415766151.51317555,63002966.190349415,146000000.0,5497.876455750366,0.022834476636950627
0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,1,0,1,0,0,113346591.23514807,105604093.50124653,321100000.0,0.0,0.03884618652579888
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,1,0,0,0,0,0,624465975.8811685,63213733.85518956,84600000.0,13684.486062231583,0.02952920148024951
0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,344962818.1290355,70015766.160258,151900000.0,0.0,0.133851983404985
0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,3,0,0,3,0,0,170393204.69074664,91799122.46047065,176700000.0,4039.432209677845,0.008449803566421445
0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,429668358.3796885,36672326.35204622,267200000.0,5730.787095041358,0.02575711061015499
1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,3,0,0,517050886.53712225,60870358.80340761,146000000.0,0.0,0.17396147831990885
1,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,106336396.66405016,72040732.01446149,351800000.0,1757.9687380535872,0.009990916266319087
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,799272457.9049809,0.0,146000000.0,9145.344939822447,0.11107139197444145
1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,289964907.4338599,6320800.309666242,351800000.0,0.0,0.1269698360119082
0,1,0,0,0,0,1,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,1,0,0,0,420233048.010819,30518832.761027623,297900000.0,6228.139304654813,0.02113101994835221
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,250730762.37294236,71044200.97830503,182600000.0,0.0,0.11034671991902856
0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,238795545.5061695,50744913.350984335,182600000.0,2949.380857162456,0.04202175712380273
0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230362398.18896276,37255203.23710208,297900000.0,0.0,0.08638311586770742
0,1,0,0,0,0,1,1,1,1,1,1,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,2,0,0,0,197779223.75165147,64405794.24249962,540300000.0,1102.283012426321,0.0071195667435149
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,539149865.8852406,24198032.45136138,169200000.0,7193.545093687675,0.0777692682057336
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,0,0,4,0,3,5,0,0,206711442.6711943,138198274.59472293,84600000.0,0.0,0.06345581016744894
0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,6,0,0,0,0,0,239243685.01962426,50831579.95054216,419100000.0,1102.3243494146445,0.027990129177135448
1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,467660422.0511131,32651440.14796943,169200000.0,12254.276424282367,0.024113867418047455
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,1,0,0,192617303.35684437,149392981.0419727,0.0,0.0,0.057051908577498436
0,1,1,0,1,1,0,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,2,0,0,3,0,3,0,0,0,45706559.97969445,78216285.15076455,1029800000.0,573.6773590509076,0.007272018108537956
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5391753433.610977,0.0,30700000.0,13708.022790034767,0.6007118312440723
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4000370271.8309197,32694901.094161935,0.0,40962.05481536326,0.29610198914421487
0,1,1,0,0,1,0,1,1,1,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,139973682.70018983,0.0,812000000.0,3632.8958663286103,0.007846508850630613
0,0,1,0,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,3,0,0,0,0,0,3,0,6,0,0,0,79640001.70639256,70217427.20385899,758100000.0,1052.8095337771506,0.01704031478311538
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377244476.0510454,32694901.094161935,61400000.0,10532.591569199998,0.11342112566065857
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5391753433.610977,0.0,30700000.0,28272.797004446707,0.2002372770813574
1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,503822435.9861376,22167818.198803753,261300000.0,0.0,0.19391420876512755
1,1,1,0,0,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,7,0,2,1,0,0,137214675.79759365,48575133.49841222,467100000.0,1723.5089012009287,0.023101921232966227
0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,230907674.54671714,27631367.846842468,382500000.0,3178.3127436183436,0.03582140432867538
0,1,1,0,0,0,0,1,1,1,1,1,0,0,0,2,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,52941649.51260702,80494139.71106954,594200000.0,1277.6749012277285,0.0033802380121003965
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377244476.0510454,32694901.094161935,61400000.0,6344.337509918115,0.2722107015855805
0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,3,0,0,7,0,0,7,0,0,26310001.583952375,172787402.9954767,61400000.0,478.42110090751925,0.0017163960187307084
0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,434765986.6865931,56383740.959291786,151900000.0,10794.065755031548,0.02908427309342658
0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,477129759.9846299,32651440.14796943,236500000.0,6791.147272760789,0.026796370552394706
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,3,0,0,3,0,0,3,0,0,0,0,0,6,0,0,206669635.96451682,154605910.0525618,30700000.0,5022.6328986933,0.012180960115817105
0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2377244476.0510454,32694901.094161935,61400000.0,13085.196114206115,0.09073690052852683
0,1,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,3,0,0,7,0,0,3,0,0,0,0,0,57483892.62014279,90517668.9980307,563500000.0,821.2799156111564,0.008883918140811697
1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,4,0,0,7,0,2,7,0,0,25994808.813293755,147493386.09989548,199900000.0,467.6480471328033,0.0028325362578566536
0,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,215548808.98567018,24198032.45136138,382500000.0,0.0,0.07455762528138421
0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,0,0,0,0,2,0,0,0,0,0,3,0,0,394737014.8613958,94810849.89556003,30700000.0,11292.754150515266,0.01757756685257004
0,1,1,0,0,0,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,164660154.64873403,29994482.98948574,473000000.0,3435.7311503218107,0.011377468417246324
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,2,0,0,4,0,0,3,5,0,3,0,0,102455084.67373382,162560909.39685646,0.0,2046.11818082968,0.007011908471986252
0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,294659601.0785326,48612305.96404253,182600000.0,3925.382087562939,0.04628887652032744
0,1,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,442011995.19986844,30351526.042379983,261300000.0,0.0,0.17146345143301048
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,3,0,0,0,1,0,0,0,0,3,0,3,7,0,0,120840527.08986562,142533486.15147674,92100000.0,1447.879268296223,0.022248053429671406
0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,3,4,0,0,0,0,0,2,0,0,4,0,3,4,0,0,149858635.1891144,122757510.74106367,92100000.0,3936.690436175922,0.007684733391409195
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,5,0,0,5,0,3,4,0,0,26867330.75686381,178894210.07769734,0.0,0.0,0.01193522904032341
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,543844559.5299132,64459323.85318004,0.0,0.0,0.21763612156048362
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,5,0,0,0,0,0,0,0,0,422855000.5863062,144405353.0559339,0.0,0.0,0.1619101852880028
0,1,1,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,2,4,0,0,84123497.2463446,103298784.8368075,382500000.0,0.0,0.06678642404391408
0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,467475921.88402766,38804933.73898803,146000000.0,7979.629809364563,0.023336398617150346
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,4,0,0,5,0,0,79241617.0350671,160704108.87129733,30700000.0,0.0,0.05312131744028153
1,0,0,0,0,0,1,1,1,0,1,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,325469242.83722025,7332080.219521779,419100000.0,4835.096424298885,0.01272783842739605
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3,0,0,0,0,0,1,0,0,0,0,3,0,1,0,417420450.182586,96081415.06447875,30700000.0,5660.982856578348,0.061103201173862816
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,741340278.5693536,61453235.68846346,0.0,16251.512237664258,0.033995271558413136
0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,415766151.51317555,64244753.85590641,146000000.0,0.0,0.15222984424633754
0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,368801902.53546846,20299287.62732069,321100000.0,8206.659460271681,0.023071406048677235
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,3,0,0,1,0,0,427501139.52249706,57688654.23414315,146000000.0,3485.2151516835193,0.05659008714376759
1,1,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,191413020.6711928,36031637.66426329,467100000.0,0.0,0.07568377036602436
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,543844559.5299132,64459323.85318004,0.0,7212.785534125635,0.07834900376177409
1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2484340630.110459,0.0,84600000.0,0.0,1.715821368710146
0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,2,0,0,0,0,0,0,3,0,0,3,0,1,1,0,0,318731811.62568486,64679809.60307172,297900000.0,3451.7487350388637,0.016591094998870286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,543844559.5299132,66489538.10573767,0.0,11974.350984388264,0.03264541823407255
0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,3,0,0,2,0,0,223694874.8907747,102521175.77000096,61400000.0,5786.123653850614,0.011448726030059789
1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,392135066.7283268,30351526.042379983,230600000.0,5458.2885910494415,0.05832153974200166
0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,2,1,0,3,0,0,0,422543252.32533294,37230886.37915471,267200000.0,5637.049820062594,0.024607783838848683
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,3,0,0,608221786.6694715,87906016.90680274,30700000.0,6312.346694879246,0.08110421844476115
0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,1,3,0,0,0,0,0,231355612.79411227,71044200.97830503,182600000.0,4761.831179282317,0.01660428031138475
0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,420233048.010819,26620087.93698693,297900000.0,0.0,0.14087346632234804
0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1014553052.2611322,20299287.62732069,84600000.0,21973.144123078186,0.06063948626101683
1,0,0,0,1,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,7,0,6,0,0,0,88088886.31797598,52353375.53289931,758100000.0,0.0,0.0376360024472366
0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,588901036.9954004,27578229.96765524,146000000.0,9934.039313281926,0.033065767140226784
1,1,0,0,0,0,1,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,485874349.02697766,24198032.45136138,261300000.0,12035.442692092696,0.026928998585464763
0,1,1,0,0,0,1,1,1,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,89031831.5168933,28752695.323928736,503700000.0,2331.743396699583,0.004590265185270925
1,1,1,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,189287486.60293216,17767801.395336673,557600000.0,0.0,0.09495271879084545
